1,1,"{1,0.555783674057605,0.19193704173569,0.442043224319827,0.530785421321682,0.253024527334437,0.23064080098931,0.210510129404329,0.202267057988698,0.196055752545252,0.250294968015991,0.423944909432963,0.316449006872331,0.170424942688799,0.309889761703356,0.790367943607202,0.278988976703601,0.285147500152153,0.214167089356706,0.487903328581814,0.256993179400549,0.388923127107847,0.439010013480953,0.222701450205171,0.195349805799995,0.250462376153501,0.307020497905676,0.205936563745896,0.313310344022073,0.228341068434998,0.202602541264554,0.518227635320361,0.215555973853141,0.363760947967495,0.186492807394066,0.269201984130244,0.155740078749782,0.356652046260136,0.144077516670168,0.18299009744534,0.18571710246159,0.236042447288443,0.277158199297963,0.291003849378875,0.257201795374986,0.279706934415855,0.374669311494477,0.173161949780947,0.232232431973763,0.166387036050727}"
26,26,"{0.250462376153501,0.187503080362751,0.17653253536108,0.259693979918769,0.219997642651304,0.154255180503427,0.168231013556517,0.360575398284879,0.135858668186754,0.184096549676535,0.293365909577604,0.172124740197198,0.322055236798279,0.156746956968579,0.379006276135542,0.263777429369171,0.264289315149733,0.349737371852059,0.309704479577858,0.191149430275215,0.315205706167836,0.260402234302214,0.253293735012329,0.310880701988479,0.17132240308787,1,0.317753595446667,0.312837109487528,0.327098981225011,0.291961188515986,0.177683075235254,0.269327246420971,0.181656241077484,0.191682526614685,0.171525245039548,0.1344493055431,0.136584546062075,0.246255121238044,0.172788223851052,0.329939543080801,0.195752540532073,0.234608528677461,0.16726809064476,0.409415882712178,0.616914597033035,0.257258181349394,0.333540594477833,0.15776933220083,0.230821658572173,0.208201116053866}"
27,27,"{0.307020497905676,0.20266644953489,0.102159595574572,0.334896865307182,0.227002930616905,0.104592171029284,0.124533881777184,0.26688683959324,0.0968725086240946,0.104351803117152,0.186489197182822,0.216486353746439,0.251032103932,0.205786476435498,0.289243505867017,0.265395670227181,0.169743934806979,0.173490935907559,0.171617275187169,0.21217539977678,0.236015324602518,0.215414952564977,0.237383942518625,0.191923232252196,0.183660506627146,0.317753595446667,1,0.175824225681026,0.227074071625905,0.173991609829366,0.180662381867042,0.259211314212675,0.114730908184176,0.197786188820911,0.0992618705001208,0.134464936239592,0.0941862068851447,0.192217940819737,0.105622602843904,0.229873376321858,0.114220539020667,0.145171851184892,0.122849923052793,0.214771634367441,0.311092846945979,0.148875626303944,0.274409101834506,0.105692107334124,0.142828599017205,0.133442452202434}"
28,28,"{0.205936563745896,0.171597649908095,0.128741410643005,0.230591601081102,0.177891692472292,0.11249501116824,0.122687287954418,0.306286505869666,0.0990788273372224,0.134257684858994,0.30810778603851,0.153524202294591,0.169289081928573,0.114312210567062,0.1923136681306,0.487847978957217,0.211427797054031,0.274155751472607,0.212614905984235,0.16972843647238,0.24708671190979,0.204393541859116,0.206651278584615,0.211674007151623,0.404816924050518,0.312837109487528,0.175824225681026,1,0.219815537166794,0.355514015672513,0.46613028128637,0.27432452278363,0.132478019876539,0.211014105908792,0.125089700672519,0.321473770087002,0.109265747914057,0.179588604567447,0.126010764166411,0.241990399226542,0.142758150238446,0.171094993163935,0.121985048824694,0.279786352555489,0.21272599402074,0.187612901489414,0.191618219424672,0.159468671270812,0.168333309612065,0.151836630700382}"
29,29,"{0.313310344022073,0.260181988143889,0.195619379420251,0.42661378175728,0.331018683211466,0.222459310218575,0.215429501459724,0.35723041785169,0.183579683201798,0.32141700136452,0.37435686570186,0.277541981409708,0.341129469986531,0.261430815510674,0.2644504958451,0.329966513973592,0.686365693495292,0.296798070196255,0.26828521052433,0.256415573670511,0.332877362421821,0.34182541341231,0.446757604235439,0.283665497028908,0.200340583162174,0.327098981225011,0.227074071625905,0.219815537166794,1,0.355242436248046,0.255498894183353,0.311641980212522,0.257373912981367,0.23476904546966,0.461708117550479,0.197755527322505,0.352515272156445,0.272880429078487,0.210598005370942,0.308764159962487,0.194439164723087,0.231911006754318,0.492799118125433,0.433230543834391,0.460294240140895,0.285073149170018,0.503955787118612,0.210526505070987,0.295158858630365,0.351456645779136}"
30,30,"{0.228341068434998,0.170942455958511,0.162119876865265,0.238491765616841,0.44496482436532,0.140631073092587,0.210648276411077,0.213417296420016,0.177873548004145,0.169213242158106,0.263736607365355,0.151037771206055,0.219068944377675,0.183105353832456,0.222386662246333,0.240480111129665,0.481483144428614,0.422064162132799,0.221430734366074,0.175543403575426,0.253344340453204,0.316652190379223,0.231713566828769,0.342847117543697,0.152118517051011,0.291961188515986,0.173991609829366,0.355514015672513,0.355242436248046,1,0.15776620817061,0.241501839171913,0.302994648626874,0.176032976292067,0.157521397108006,0.287071789052801,0.12127449898302,0.226150096643058,0.163640701327096,0.37234192860504,0.416120539339719,0.382992440478755,0.207930836783625,0.295022643128829,0.530416348535968,0.349523575844579,0.245304475295205,0.213342742897993,0.376810471598187,0.181935195323644}"
31,31,"{0.202602541264554,0.205322207638891,0.156289184857265,0.358174396365553,0.243962647666058,0.111144782773539,0.111562641120655,0.231003514102464,0.0935050782424924,0.188979104086011,0.202326061472474,0.205619015073393,0.192075148844973,0.184312022853042,0.171007256923231,0.38515659272465,0.187779726945082,0.191924857929173,0.649929660619741,0.198069872423354,0.215255579149827,0.154938844303957,0.202889836409361,0.15428596769883,0.299303793984658,0.177683075235254,0.180662381867042,0.46613028128637,0.255498894183353,0.15776620817061,1,0.29518012363124,0.159926645168816,0.237433084848938,0.173738178011152,0.217854881849366,0.103282441273511,0.176458484207493,0.156586861911381,0.147243304251657,0.125734338638622,0.149965554001421,0.119631102363739,0.320189301442291,0.228157149287926,0.265874991912724,0.137112267141793,0.108635349060124,0.190864859639119,0.158293661644268}"
32,32,"{0.518227635320361,0.458986415579097,0.267895789879421,0.519473721827925,0.523518395918314,0.249960960293641,0.234911953715016,0.214117513783524,0.203026803998001,0.277111343879683,0.25756482102941,0.426978770994532,0.276375866227018,0.172100794109072,0.293097356550663,0.397676241734291,0.283769841545479,0.29003389987423,0.221562632590107,0.511457173603259,0.261397115608049,0.319904931386693,0.309875381529603,0.272215364472111,0.194309576671215,0.269327246420971,0.259211314212675,0.27432452278363,0.311641980212522,0.241501839171913,0.29518012363124,1,0.202434408101583,0.564266528934037,0.188326660063817,0.238364588707716,0.202673006319181,0.27037655300057,0.17510155622276,0.187471319366196,0.193002820980633,0.232274811748907,0.217040184135957,0.34419031213673,0.276574279884739,0.390400463883745,0.206256453803074,0.166508963707918,0.228525610704164,0.171219771223214}"
33,33,"{0.215555973853141,0.161371179610968,0.139292208630695,0.253078219378122,0.371554390893438,0.132756967996382,0.184646735346875,0.168088746706447,0.214669156046837,0.165897618733397,0.221810002142111,0.237303549147527,0.229911532973942,0.18826483967187,0.172786315979414,0.227015336759812,0.273139327003091,0.279168722751789,0.137772678171453,0.150825604283502,0.198676719415176,0.220301540901452,0.218123378478214,0.201303900403438,0.125878226789731,0.181656241077484,0.114730908184176,0.132478019876539,0.257373912981367,0.302994648626874,0.159926645168816,0.202434408101583,1,0.151246241569347,0.198969975773048,0.158757939882147,0.100354770627145,0.194306503635187,0.153716920249528,0.197926369934583,0.215847035055549,0.206900118680464,0.181678220907872,0.186787063530524,0.222985847995753,0.486803730515651,0.148258769945661,0.14888354054518,0.203560496380165,0.153448393603952}"
34,34,"{0.363760947967495,0.337253255841617,0.214795441587743,0.430599594448544,0.441068164149165,0.160766616853345,0.146829557342761,0.159361395452748,0.128645868214784,0.222574026651891,0.190502244772393,0.318175123801358,0.167387794965064,0.130595837774277,0.215251832515544,0.247707018620665,0.21120158335956,0.215863738541674,0.161190498236808,0.434962592971553,0.194550218590421,0.255071280707924,0.23613149527342,0.215301763409354,0.146379104027019,0.191682526614685,0.197786188820911,0.211014105908792,0.23476904546966,0.176032976292067,0.237433084848938,0.564266528934037,0.151246241569347,1,0.142908567468192,0.397984652684186,0.160362383556547,0.416378300030856,0.137472474778239,0.127919588597906,0.140048242254053,0.16608863580229,0.139423040171607,0.264360625466187,0.196840302900805,0.31301813318422,0.143343133149926,0.121115484040225,0.16340776101358,0.126638997659208}"
35,35,"{0.186492807394066,0.139613687248794,0.131613518381321,0.276961243209244,0.234625464290188,0.150282601285083,0.136836571187586,0.185127027762921,0.0927664624276431,0.359799756095372,0.284019383496259,0.233625604059299,0.134060533878581,0.197892320888732,0.161632277811465,0.196407117451038,0.384845067231695,0.17349215703073,0.13008907507358,0.142511118438582,0.156362237131995,0.239069199070134,0.400877125889658,0.145021304290511,0.118509568549673,0.171525245039548,0.0992618705001208,0.125089700672519,0.461708117550479,0.157521397108006,0.173738178011152,0.188326660063817,0.198969975773048,0.142908567468192,1,0.0918041271679622,0.340669044268101,0.183595068519608,0.387259616074421,0.165581118811949,0.125320807766023,0.148622800718496,0.555895530228541,0.177055332787582,0.176140630995485,0.27436348641799,0.430822840291472,0.189370688271694,0.146223845982376,0.275274087149441}"
36,36,"{0.269201984130244,0.178700502053036,0.094484140348173,0.173095466149341,0.210753107664813,0.123280285050099,0.136178934386934,0.107598128747842,0.138826142767722,0.096511642943113,0.12834138078085,0.152196391616234,0.162801434282722,0.108583774878349,0.164502388863106,0.358268372155542,0.168050485882191,0.171760105058097,0.113341324753252,0.127408035211362,0.154801201025781,0.203646884270214,0.212986115091085,0.109429411907846,0.228162582729365,0.1344493055431,0.134464936239592,0.321473770087002,0.197755527322505,0.287071789052801,0.217854881849366,0.238364588707716,0.158757939882147,0.397984652684186,0.0918041271679622,1,0.0791246507546517,0.477320338433753,0.0973728703623397,0.158450552842544,0.115164493511797,0.146371597063231,0.168051170579658,0.148740916839424,0.210208636759809,0.165484504254243,0.141150771620553,0.105208885418842,0.144008979521974,0.108316257850589}"
37,37,"{0.155740078749782,0.227894203103737,0.264731997952597,0.173164526509426,0.133937439630841,0.151749958867604,0.142007868516355,0.108915617728586,0.152710496109429,0.259277026788377,0.161067265336632,0.14263703181499,0.118821022478521,0.135777208939666,0.175434655850939,0.16401951563852,0.335181478190983,0.186541819563061,0.141694379779197,0.171000989553089,0.168123428313746,0.203687766180648,0.155960921826071,0.163409232749708,0.126503731317685,0.136584546062075,0.0941862068851447,0.109265747914057,0.352515272156445,0.12127449898302,0.103282441273511,0.202673006319181,0.100354770627145,0.160362383556547,0.340669044268101,0.0791246507546517,1,0.135643205929274,0.115932375992097,0.0950464983120397,0.0966516790900527,0.115278155171009,0.397960320741731,0.206533248617798,0.140259750814283,0.200305055672329,0.320137200541173,0.104648362571655,0.113417424011444,0.27267983295784}"
38,38,"{0.356652046260136,0.200440381076355,0.383469053084531,0.277968027542087,0.235478353448239,0.164898449152364,0.153312336643979,0.253335466571094,0.133182823593557,0.197081115095368,0.386188597277013,0.168734606453365,0.192467837698732,0.229024368873371,0.29054868348298,0.375612343005549,0.243699447558995,0.24907897466406,0.186766099337758,0.204600160989542,0.224485915487911,0.203484748280786,0.354684691959718,0.208203981063691,0.170141649786532,0.246255121238044,0.192217940819737,0.179588604567447,0.272880429078487,0.226150096643058,0.176458484207493,0.27037655300057,0.194306503635187,0.416378300030856,0.183595068519608,0.477320338433753,0.135643205929274,1,0.14183882968366,0.252080233549729,0.24939318151093,0.213374572362408,0.226799931427523,0.254194549795836,0.252881332020471,0.275360827621508,0.29908088714219,0.214976265446261,0.209930444419308,0.162693503016688}"
39,39,"{0.144077516670168,0.138881992101977,0.126607077565022,0.250640227948922,0.254540729406006,0.0887346981281589,0.0825000112575716,0.143022365319702,0.0716679732779685,0.176225185009902,0.186161422748519,0.134553008210647,0.103570261366109,0.129148796593132,0.124871181501445,0.151736949719981,0.275551565393549,0.218957005561526,0.161591842499352,0.137090144294723,0.197338068828429,0.305583794354256,0.381666434136057,0.146730789201548,0.0915561547755067,0.172788223851052,0.105622602843904,0.126010764166411,0.210598005370942,0.163640701327096,0.156586861911381,0.17510155622276,0.153716920249528,0.137472474778239,0.387259616074421,0.0973728703623397,0.115932375992097,0.14183882968366,1,0.15848066149212,0.0968182688776586,0.114820535694115,0.0963860536470571,0.136786469235471,0.181076992561393,0.248289349007265,0.128313828263977,0.083729658511404,0.112967191075553,0.26781117399281}"
40,40,"{0.18299009744534,0.136991461447499,0.243607527759523,0.212000765069213,0.270365127213562,0.112700242428711,0.130360271983512,0.461839186291418,0.360021448085639,0.139308495397305,0.515223293160386,0.156335673199829,0.269643039345517,0.156486455233594,0.194523129626369,0.192718196822358,0.233843632397706,0.187973525930695,0.206466958507055,0.127563826048067,0.169413773735641,0.21793616270187,0.184482288941541,0.240207133037722,0.119219889551086,0.329939543080801,0.229873376321858,0.241990399226542,0.308764159962487,0.37234192860504,0.147243304251657,0.187471319366196,0.197926369934583,0.127919588597906,0.165581118811949,0.158450552842544,0.0950464983120397,0.252080233549729,0.15848066149212,1,0.184281836165553,0.224323029443238,0.111923520742965,0.265054966334104,0.512484400656799,0.210012304803697,0.265648162093526,0.203581821552007,0.220702179941667,0.140574856555406}"
41,41,"{0.18571710246159,0.139032973025262,0.128979264383699,0.189739179955054,0.256982084371731,0.114379754766954,0.1713269881836,0.191260424572723,0.116371703429135,0.114116893574066,0.17438703784057,0.122843855566132,0.146161605647353,0.158744403340804,0.177726402867914,0.1955901745785,0.448411683480717,0.401338283365117,0.148463667463349,0.13965874819524,0.202515377940599,0.170443023272805,0.201973916398994,0.252536498029387,0.121233319592832,0.195752540532073,0.114220539020667,0.142758150238446,0.194439164723087,0.416120539339719,0.125734338638622,0.193002820980633,0.215847035055549,0.140048242254053,0.125320807766023,0.115164493511797,0.0966516790900527,0.24939318151093,0.0968182688776586,0.184281836165553,1,0.470612120981292,0.174244809188474,0.195073885817682,0.289191708235813,0.280084617461227,0.199236318161296,0.262942206332394,0.669756938671234,0.115926191333198}"
42,42,"{0.236042447288443,0.176707921735201,0.15296150614594,0.22501904379359,0.190623052570278,0.145374210977837,0.175130330007267,0.168310423954903,0.147905934932509,0.145040120048977,0.207994482840463,0.156131901251124,0.185768260646565,0.135817743582878,0.213889965748726,0.248590909836273,0.412712828998956,0.349413253953178,0.177933029583998,0.165626719709376,0.243910296965627,0.205282230144434,0.239528691702547,0.241833274001722,0.144597109532858,0.234608528677461,0.145171851184892,0.171094993163935,0.231911006754318,0.382992440478755,0.149965554001421,0.232274811748907,0.206900118680464,0.16608863580229,0.148622800718496,0.146371597063231,0.115278155171009,0.213374572362408,0.114820535694115,0.224323029443238,0.470612120981292,1,0.201903902406231,0.232668049751625,0.352985913908578,0.268475036399674,0.183527630911489,0.220538265367743,0.501920735923991,0.138267204447024}"
43,43,"{0.277158199297963,0.164949119136274,0.128403476331045,0.188892148042905,0.160018446703226,0.135700470077727,0.161520539574952,0.125214299299058,0.200167730706315,0.352578964951238,0.165922164149405,0.137435786559843,0.155287297500519,0.114012151572574,0.194050046814982,0.291892452919154,0.520119547691393,0.229012502739936,0.126860341731526,0.139035284888609,0.206400726536997,0.18301263686619,0.23864777509681,0.150091924596948,0.115348566057124,0.16726809064476,0.122849923052793,0.121985048824694,0.492799118125433,0.207930836783625,0.119631102363739,0.217040184135957,0.181678220907872,0.139423040171607,0.555895530228541,0.168051170579658,0.397960320741731,0.226799931427523,0.0963860536470571,0.111923520742965,0.174244809188474,0.201903902406231,1,0.17309306301037,0.229627516004356,0.250591943225409,0.573364256708835,0.143514266643493,0.198644925179473,0.293810791349573}"
44,44,"{0.291003849378875,0.243566390749193,0.222804905666336,0.407361389397404,0.252839173253139,0.199617606940964,0.196141371630299,0.421636754921206,0.211563902815967,0.231648716350692,0.29644209385296,0.26441952951884,0.56415686397211,0.237462218397268,0.294349057326847,0.306474163922525,0.29133585470428,0.547825475892378,0.449041190945609,0.285997648916144,0.559332765963821,0.350565012005888,0.292802589956032,0.329811900952813,0.243185271166978,0.409415882712178,0.214771634367441,0.279786352555489,0.433230543834391,0.295022643128829,0.320189301442291,0.34419031213673,0.186787063530524,0.264360625466187,0.177055332787582,0.148740916839424,0.206533248617798,0.254194549795835,0.136786469235471,0.265054966334104,0.195073885817682,0.232668049751625,0.17309306301037,1,0.461796810183068,0.324690203481219,0.275724227343514,0.206158676303029,0.296122365926316,0.233980769370529}"
45,45,"{0.257201795374986,0.192548396482846,0.181282657037243,0.34160731332105,0.300620867718765,0.158405865107095,0.200937578961524,0.348917953926006,0.165116231464733,0.189050203173533,0.349451180746238,0.227668730613841,0.42847505267031,0.160964690070559,0.270799679521673,0.270875128851968,0.388221534900495,0.32164753241266,0.297224969825378,0.196292862052702,0.352495597597105,0.305994228455539,0.260109340184811,0.362404293929447,0.175932330990709,0.616914597033035,0.311092846945979,0.21272599402074,0.460294240140895,0.530416348535968,0.228157149287926,0.276574279884739,0.222985847995753,0.196840302900805,0.176140630995485,0.210208636759809,0.140259750814283,0.252881332020471,0.181076992561393,0.512484400656799,0.289191708235813,0.352985913908578,0.229627516004356,0.461796810183068,1,0.311467357795432,0.363504349116169,0.189947347798461,0.411433497256577,0.168230690478678}"
46,46,"{0.279706934415855,0.269620528963866,0.288278152635585,0.424081037687689,0.498516940084188,0.21576576751059,0.276497084514087,0.234878600049581,0.200741887228921,0.342117267184913,0.308540621032982,0.21874516225127,0.201067598698844,0.212999124619236,0.288890677429285,0.294576683612264,0.376646765164152,0.384961028912103,0.195111097839492,0.31214758528434,0.278271774775534,0.249402688614109,0.283038416555958,0.327113275326192,0.177743842141492,0.257258181349394,0.148875626303944,0.187612901489414,0.285073149170018,0.349523575844579,0.265874991912724,0.390400463883745,0.486803730515651,0.31301813318422,0.27436348641799,0.165484504254243,0.200305055672329,0.275360827621508,0.248289349007265,0.210012304803697,0.280084617461227,0.268475036399674,0.250591943225409,0.324690203481219,0.311467357795432,1,0.192381613464443,0.193192320149953,0.264141519220699,0.169962900641472}"
47,47,"{0.374669311494477,0.154281492701135,0.132013737341976,0.194203140991353,0.164517611178127,0.126924418835732,0.143825178089489,0.246182321504479,0.114240902168843,0.285666689683353,0.258258493609554,0.144736334222528,0.24021921754621,0.158422835494099,0.252056959900086,0.394587440107017,0.399075723244388,0.195540026716368,0.289812526780699,0.142944475531415,0.176233188574661,0.198379862006244,0.263070953796742,0.24987619389007,0.132203942713488,0.333540594477833,0.274409101834506,0.191618219424672,0.503955787118612,0.245304475295205,0.137112267141793,0.206256453803074,0.148258769945661,0.143343133149926,0.430822840291472,0.141150771620553,0.320137200541173,0.29908088714219,0.128313828263977,0.265648162093526,0.199236318161296,0.183527630911489,0.573364256708835,0.275724227343514,0.363504349116169,0.192381613464443,1,0.171511855618946,0.18056526930038,0.287393546961888}"
48,48,"{0.173161949780947,0.12963383756149,0.111542892545885,0.164088832903482,0.139006520041248,0.138032511168317,0.151931535449105,0.250843039940196,0.134481276678872,0.106402175848705,0.305964992616254,0.166351869847212,0.173312859021513,0.164056739921406,0.153329568006894,0.182367566255852,0.229898237306623,0.283667306479143,0.154684526882557,0.120778644671842,0.20791090327436,0.270198278984795,0.174669587096914,0.122842986090278,0.1047464370854,0.15776933220083,0.105692107334124,0.159468671270812,0.210526505070987,0.213342742897993,0.108635349060124,0.166508963707918,0.14888354054518,0.121115484040225,0.189370688271694,0.105208885418842,0.104648362571655,0.214976265446261,0.083729658511404,0.203581821552007,0.262942206332394,0.220538265367743,0.143514266643493,0.206158676303029,0.189947347798461,0.193192320149953,0.171511855618946,1,0.216978506611737,0.125517592828205}"
49,49,"{0.232232431973763,0.173855638615066,0.15049251936976,0.292421224103885,0.187546162129738,0.14302769247429,0.172303511157278,0.16559368677371,0.145518551291565,0.142698994183788,0.204637196157095,0.201880081017195,0.235414313635815,0.133625478212813,0.210437518722692,0.24457834690767,0.406051136506296,0.343773294428921,0.175060971716907,0.162953300814335,0.299328090046217,0.20196872255431,0.235662404116668,0.237929787624038,0.142263134402083,0.230821658572173,0.142828599017205,0.168333309612065,0.295158858630365,0.376810471598187,0.190864859639119,0.228525610704164,0.203560496380165,0.16340776101358,0.146223845982376,0.144008979521974,0.113417424011444,0.209930444419308,0.112967191075553,0.220702179941667,0.669756938671234,0.501920735923991,0.198644925179473,0.296122365926316,0.411433497256577,0.264141519220699,0.18056526930038,0.216978506611737,1,0.136035401766986}"
50,50,"{0.166387036050727,0.124561949267858,0.116629844812643,0.171572160988637,0.182054388865122,0.132632027076321,0.128440798645697,0.11827293517931,0.109451681249753,0.191631397157005,0.19318769000932,0.109224183973074,0.129130108962705,0.200830449330861,0.157667509131498,0.175232485309163,0.385639636914313,0.300574315380071,0.225220604008166,0.126286796614707,0.270896812752872,0.509268842650477,0.167835687470745,0.166796619345869,0.108823578399773,0.208201116053866,0.133442452202434,0.151836630700382,0.351456645779136,0.181935195323644,0.158293661644268,0.171219771223214,0.153448393603952,0.126638997659208,0.275274087149441,0.108316257850589,0.27267983295784,0.162693503016688,0.26781117399281,0.140574856555406,0.115926191333198,0.138267204447024,0.293810791349573,0.233980769370529,0.168230690478678,0.169962900641472,0.287393546961888,0.125517592828205,0.136035401766986,1}"
